dm_sendTime,dm_time,dm_userId,dm_color,dm_mode,dm_fontSize,dm_text
2019-07-28 22:41:08,0:01:33.401000,de37f1c5,"(254, 241, 2)",1,25,哇
2019-07-28 22:41:06,0:02:55.221000,e8149daa,"(255, 0, 0)",5,25,对吗？海绵宝宝
2019-07-28 22:41:01,0:02:18.365000,b4f1f116,"(255, 255, 255)",1,25,泪目
2019-07-28 22:40:59,0:00:07.856000,a4224f75,"(255, 255, 255)",1,25,nb
2019-07-28 22:40:54,0:00:11.795000,44aa7269,"(255, 255, 255)",5,25,出不去了……
2019-07-28 22:40:37,0:03:31.116000,93bfa3fb,"(255, 255, 255)",1,25,眼睛进了沙尘暴
2019-07-28 22:40:34,0:00:47.934000,10f55c30,"(255, 255, 255)",1,25,不是常人
2019-07-28 22:40:32,0:01:51.200000,f5d1c55c,"(255, 255, 255)",1,25,泪目
2019-07-28 22:40:26,0:02:02.918000,c6ef4074,"(231, 0, 18)",1,18,因为你是天才
2019-07-28 22:40:22,0:03:26.876000,93bfa3fb,"(255, 255, 255)",1,25,泪目
2019-07-28 22:40:17,0:00:26.397000,c890c269,"(255, 255, 255)",1,25,111
2019-07-28 22:40:10,0:00:19.693000,c890c269,"(255, 255, 255)",1,25,范德萨发生
2019-07-28 22:40:04,0:00:13.425000,c890c269,"(255, 255, 255)",1,25,什么东西
2019-07-28 22:39:40,0:00:26.976000,e280c5f6,"(255, 255, 255)",1,25,镇站之宝
2019-07-28 22:39:35,0:02:29.361000,d64b8ef5,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-07-28 22:39:17,0:00:35.478000,b4f1f116,"(255, 255, 255)",1,25,表白BGM
2019-07-28 22:39:16,0:01:47.233000,52e62129,"(255, 255, 255)",1,25,笑着泪目。。。
2019-07-28 22:39:09,0:01:18.266000,72527091,"(255, 255, 255)",1,25,最好的朋友
2019-07-28 22:39:01,0:00:52.925000,9107d3f1,"(255, 255, 255)",1,25,天才生来孤独
2019-07-28 22:39:00,0:01:05.894000,c6ef4074,"(255, 255, 255)",1,25,因为你是天才
2019-07-28 22:38:27,0:00:21.393000,b4c995a6,"(255, 255, 255)",1,25,200多万播放量了
2019-07-28 22:38:23,0:02:33.842000,c08b8bde,"(255, 255, 255)",1,25,泪目
2019-07-28 22:38:12,0:00:49.264000,4d072d3f,"(255, 255, 255)",1,25,NB
2019-07-28 22:38:08,0:03:37.418000,fdff9dab,"(34, 34, 34)",4,25,欢乐是如何消失的呢？海绵宝宝
2019-07-28 22:38:01,0:01:16.558000,7c917652,"(255, 255, 255)",1,25,泪目
2019-07-28 22:37:54,0:01:59.868000,24722b73,"(255, 255, 255)",1,25,为什么，我的眼睛进航母了？
2019-07-28 22:37:53,0:03:40.861000,aeaa77bb,"(255, 255, 255)",1,25,好悲伤
2019-07-28 22:37:48,0:03:38.549000,b85a1dee,"(255, 255, 255)",1,25,欢乐是如何消失的呢
2019-07-28 22:37:46,0:01:00.351000,bae8b1f2,"(255, 255, 255)",1,25,泪目
2019-07-28 22:37:41,0:00:01.718000,f2c8f08,"(0, 46, 114)",4,25,注意字幕颜色！！！！
2019-07-28 22:37:40,0:02:42.281000,30e5cfb7,"(255, 255, 255)",1,25,泪目
2019-07-28 22:37:25,0:00:16.956000,eefb6239,"(255, 255, 255)",1,25,最后亿遍
2019-07-28 22:37:21,0:00:00.669000,4d072d3f,"(255, 255, 255)",1,25,大哥面板
2019-07-28 22:37:21,0:00:18.241000,aed39570,"(255, 255, 255)",1,25,不行还想在来亿遍
2019-07-28 22:37:20,0:03:32.897000,23a24d8b,"(255, 255, 255)",1,25,欢乐是如何消失的呢？海绵宝宝
2019-07-28 22:36:58,0:02:27.964000,fdff9dab,"(34, 34, 34)",4,25,坚持做自己喜欢的事情
2019-07-28 22:36:54,0:02:02.022000,6b237d64,"(255, 255, 255)",1,25,泪目
2019-07-28 22:36:44,0:02:01.337000,8034d133,"(255, 255, 255)",1,25,想让它转音频……
2019-07-28 22:36:23,0:02:30.609000,b85a1dee,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-07-28 22:36:21,0:00:06.097000,3eb5283f,"(255, 255, 255)",1,25,哈哈
2019-07-28 22:36:21,0:01:57.526000,fdff9dab,"(0, 85, 85)",4,25,才会自由自在，没有烦恼
2019-07-28 22:36:02,0:01:22.898000,78568fe5,"(255, 255, 255)",1,25,我嗑的cp是真的
2019-07-28 22:35:56,0:00:50.342000,66ffc95d,"(231, 0, 18)",5,25,天才生来孤独太真实～
2019-07-28 22:35:49,0:03:00.221000,4cc96f87,"(254, 241, 2)",5,25,我想做个正常的普通人
2019-07-28 22:35:43,0:00:04.761000,94fa7ba9,"(255, 255, 255)",1,25,最后一遍
2019-07-28 22:35:22,0:01:50.486000,7fc6dcb2,"(255, 255, 255)",1,25,有点心疼
2019-07-28 22:35:09,0:02:12.533000,2fa8622d,"(255, 255, 255)",1,25,泪目
2019-07-28 22:34:57,0:02:30.567000,4cc96f87,"(255, 255, 255)",1,25,我想做个正常的普通人
2019-07-28 22:34:40,0:02:13.536000,4cc96f87,"(255, 255, 255)",1,25,我想做个正常的平凡人
2019-07-28 22:34:29,0:00:27.605000,90a6cdc1,"(231, 0, 18)",4,25,泪目
2019-07-28 22:34:28,0:00:09.170000,8a0ad625,"(255, 255, 255)",1,25,再來
2019-07-28 22:34:21,0:03:21.636000,8034d133,"(255, 255, 255)",1,25,不知道该说什么……
2019-07-28 22:34:07,0:00:07.634000,cb0547d,"(255, 255, 255)",1,25,你还在等什么啊
2019-07-28 22:34:03,0:00:32.061000,b217a3bf,"(226, 2, 127)",5,25,表白bgm花之舞！！
2019-07-28 22:33:52,0:00:32.061000,b217a3bf,"(226, 2, 127)",5,25,表白bgm花之舞！！
2019-07-28 22:33:49,0:02:09.161000,b144c08a,"(255, 255, 255)",1,25,泪目
2019-07-28 22:33:47,0:00:12.238000,449edf65,"(231, 0, 18)",5,25,再来亿遍！！
2019-07-28 22:33:42,0:03:20.106000,505f1413,"(255, 255, 255)",1,25,上头了 上头了
2019-07-28 22:33:40,0:00:32.061000,b217a3bf,"(226, 2, 127)",1,25,表白bgm花之舞！！
2019-07-28 22:33:36,0:03:27.241000,3494cd1c,"(231, 0, 18)",1,25,泪目
2019-07-28 22:33:19,0:02:13.919000,43bb92db,"(255, 255, 255)",1,25,额bgm是啥
2019-07-28 22:33:09,0:03:24.321000,b943765a,"(255, 255, 255)",1,25,这些我怎么没看过呢
2019-07-28 22:32:55,0:03:36.786000,9d39b4b1,"(255, 255, 255)",1,25,什么都不说了，牛逼
2019-07-28 22:32:33,0:00:30.030000,1ebedd42,"(255, 255, 255)",1,25,这集没看过
2019-07-28 22:32:32,0:02:07.078000,99b51802,"(255, 255, 255)",1,25,你们别带节奏了
2019-07-28 22:32:27,0:03:26.317000,219a05bb,"(255, 211, 2)",5,25,泪目
2019-07-28 22:32:16,0:02:10.481000,3494cd1c,"(231, 0, 18)",1,25,泪目
2019-07-28 22:32:08,0:00:33.222000,8e22f4f3,"(255, 255, 255)",1,25,再来一遍
2019-07-28 22:32:06,0:01:27.592000,9ee0fa4a,"(255, 255, 255)",1,25,泪目
2019-07-28 22:31:53,0:02:03.176000,d0b826aa,"(255, 255, 255)",1,25,哭了
2019-07-28 22:31:44,0:02:05.359000,cba9f44b,"(255, 255, 255)",1,25,才会自由自在没有烦恼
2019-07-28 22:31:39,0:01:14.598000,2020d759,"(255, 255, 255)",1,25,我想起了药水哥
2019-07-28 22:31:23,0:00:16.038000,46055bd7,"(255, 255, 255)",1,25,？？？派大星也是小僵尸？
2019-07-28 22:31:20,0:03:31.080000,ed3448f2,"(231, 0, 18)",1,25,泪目
2019-07-28 22:31:20,0:02:01.280000,4ade5dbd,"(255, 255, 255)",1,25,泪目
2019-07-28 22:31:18,0:03:40.854000,c2ef919a,"(255, 255, 255)",1,25,快乐是如何消失了的呢，海绵宝宝
2019-07-28 22:30:54,0:00:25.003000,281544b0,"(255, 255, 255)",1,25,你不是真正的快乐
2019-07-28 22:30:53,0:00:49.161000,3494cd1c,"(231, 0, 18)",1,25,因为天才生来孤独
2019-07-28 22:30:49,0:01:36.641000,ff14be23,"(255, 255, 255)",5,25,泪目
2019-07-28 22:30:43,0:00:05.418000,a764a7ac,"(255, 255, 255)",1,25,泪目
2019-07-28 22:30:39,0:03:24.689000,d5edaa4,"(255, 255, 255)",1,25,泪目
2019-07-28 22:30:37,0:00:49.704000,d0b826aa,"(255, 255, 255)",1,25,哭了哭了
2019-07-28 22:30:32,0:00:47.144000,d0b826aa,"(255, 255, 255)",1,25,草，哭了
2019-07-28 22:30:24,0:00:20.686000,c96eed9d,"(255, 255, 255)",1,25,再来亿遍
2019-07-28 22:30:14,0:01:13.141000,219a05bb,"(255, 211, 2)",5,25,泪目中
2019-07-28 22:30:12,0:00:18.595000,12182f4,"(255, 255, 255)",1,25,嘿嘿嘿
2019-07-28 22:30:02,0:00:07.570000,12182f4,"(255, 255, 255)",1,25,哈哈
2019-07-28 22:29:52,0:00:13.447000,a63890b2,"(255, 255, 255)",1,25,亿遍靠
2019-07-28 22:29:50,0:01:53.282000,69f7f172,"(255, 255, 255)",1,25,才会字由自在，没有烦恼
2019-07-28 22:29:46,0:01:13.641000,946277af,"(255, 255, 255)",1,25,因为天才生来孤独
2019-07-28 22:29:39,0:00:46.964000,219a05bb,"(255, 211, 2)",5,25,因为天才生来孤独
2019-07-28 22:29:37,0:01:28.612000,4c7a1189,"(255, 255, 255)",1,25,所以呀 我喜欢了派大星9年了
2019-07-28 22:29:36,0:02:02.075000,67cc027a,"(255, 255, 255)",1,25,为什么？
2019-07-28 22:29:31,0:00:30.392000,4cc97f95,"(255, 255, 255)",1,25,泪目
2019-07-28 22:29:27,0:01:49.823000,62fa1e96,"(255, 255, 255)",1,25,泪目
2019-07-28 22:29:25,0:02:17.463000,4356d438,"(255, 255, 255)",1,25,走心了
2019-07-28 22:29:25,0:03:32.031000,825a9ac9,"(255, 255, 0)",5,25,欢乐是如何消失的呢海绵宝宝
2019-07-28 22:29:18,0:01:05.193000,27cb3384,"(255, 255, 255)",1,25,心酸
2019-07-28 22:29:16,0:01:27.277000,a2e255f4,"(255, 255, 255)",1,25,泪目
2019-07-28 22:29:05,0:02:40.274000,fb39c8d8,"(104, 58, 123)",1,25,你是不是生病了？
2019-07-28 22:28:59,0:00:24.047000,219a05bb,"(255, 211, 2)",5,25,黄队必胜
2019-07-28 22:28:57,0:02:03.278000,1bbc1f63,"(255, 255, 255)",1,25,泪目了，好感动的鬼畜。
2019-07-28 22:28:50,0:00:15.885000,29558043,"(255, 255, 255)",1,25,第三遍
2019-07-28 22:28:45,0:00:16.343000,52d5834e,"(255, 255, 255)",1,25,泪目
2019-07-28 22:28:37,0:00:30.529000,d555cf6f,"(255, 255, 255)",1,25,这是海绵宝宝全集105集
2019-07-28 22:28:13,0:01:06.918000,e781e712,"(255, 255, 255)",1,25,明示投币
2019-07-28 22:28:05,0:03:00.393000,ce9362c2,"(254, 241, 2)",5,25,被生活磨去了棱角
2019-07-28 22:27:42,0:01:56.114000,fb39c8d8,"(104, 58, 123)",1,25,你不一样
2019-07-28 22:27:41,0:01:52.440000,59750f98,"(255, 255, 255)",1,25,才会自由自在没有烦恼
2019-07-28 22:27:40,0:03:32.634000,b93afab2,"(255, 255, 255)",1,25,海绵宝宝再见了，
2019-07-28 22:27:38,0:00:17.161000,25c43bc6,"(255, 255, 255)",1,25,太真实了
2019-07-28 22:27:37,0:00:05.963000,3d0051bd,"(255, 0, 255)",4,25,火钳刘明
2019-07-28 22:27:30,0:03:22.845000,b4998380,"(255, 255, 255)",1,25,方块的棱角……社会磨平的吗
2019-07-28 22:27:26,0:00:43.039000,a7ea5b0a,"(255, 255, 255)",1,25,正常人是由谁定义的呢？
2019-07-28 22:27:20,0:00:05.963000,3d0051bd,"(255, 255, 255)",4,25,火钳刘明
2019-07-28 22:27:15,0:03:20.572000,d555cf6f,"(255, 255, 255)",1,25,对不起
2019-07-28 22:27:14,0:01:37.597000,6f4c703e,"(231, 0, 18)",5,25,派大星开车是真的可以的
2019-07-28 22:26:52,0:00:08.462000,b2d2013f,"(255, 255, 255)",1,25,66
2019-07-28 22:26:43,0:03:24.276000,702efd1f,"(255, 255, 255)",1,25,啊啊啊啊啊
2019-07-28 22:26:37,0:00:48.477000,f5dd603b,"(231, 0, 18)",5,25,因为天才生来孤独
2019-07-28 22:26:36,0:02:18.087000,8b8bb4cb,"(255, 255, 255)",1,25,哭了
2019-07-28 22:26:35,0:02:40.170000,d555cf6f,"(255, 255, 255)",1,25,泪目
2019-07-28 22:26:30,0:01:24.718000,e7afec06,"(255, 255, 255)",1,25,泪目啊
2019-07-28 22:26:16,0:03:39.180000,6f407662,"(255, 255, 255)",1,25,泪目
2019-07-28 22:26:16,0:00:26.918000,c360eb23,"(255, 255, 255)",1,25,可惜我昨天没时间看
2019-07-28 22:26:13,0:01:26.036000,ce9362c2,"(231, 0, 18)",5,25,喵天使
2019-07-28 22:26:08,0:02:26.641000,1d5cbd5d,"(255, 255, 255)",1,25,坚持做自己喜欢的事
2019-07-28 22:26:03,0:01:46.841000,1e77eb69,"(255, 255, 255)",1,25,泪目
2019-07-28 22:26:02,0:01:29.424000,ce5211f8,"(255, 255, 255)",1,25,海绵宝宝，我们一起去抓水母吧！
2019-07-28 22:25:53,0:00:47.278000,e8e2c31a,"(255, 255, 255)",1,25,爱了
2019-07-28 22:25:52,0:03:34.418000,d009a2ff,"(255, 255, 255)",1,25,有点伤心
2019-07-28 22:25:51,0:01:55.918000,d555cf6f,"(255, 255, 255)",1,25,没有烦恼
2019-07-28 22:25:09,0:03:23.389000,fb39c8d8,"(104, 58, 123)",1,25,泪目
2019-07-28 22:25:04,0:00:12.880000,19ddf790,"(255, 255, 255)",1,25,镇店之宝
2019-07-28 22:24:51,0:03:34.226000,261e9d6,"(226, 2, 127)",5,25,欢乐是如何消失的呢？海绵宝宝？
2019-07-28 22:24:49,0:02:49.801000,10082a98,"(226, 2, 127)",5,25,是不是我没把你照顾好
2019-07-28 22:24:41,0:03:18.381000,8e2bc6fd,"(255, 255, 255)",1,25,派大星不傻
2019-07-28 22:24:30,0:00:00.718000,a9f91da3,"(226, 2, 127)",5,25,看完了，挺压抑
2019-07-28 22:24:29,0:00:55.990000,fbd34ed9,"(255, 255, 255)",1,25,艺术就是派大兴
2019-07-28 22:24:25,0:00:52.301000,1d5cbd5d,"(255, 255, 255)",1,25,因为天才生来孤独
2019-07-28 22:24:23,0:00:00.279000,6e1ca1f6,"(231, 0, 18)",4,25,全区第一啊啊啊！恭喜恭喜！
2019-07-28 22:24:22,0:01:24.203000,35813c84,"(231, 0, 18)",5,25,子弹跳
2019-07-28 22:24:20,0:02:30.001000,10082a98,"(231, 0, 18)",5,25,坚持做自己喜欢的事情
2019-07-28 22:24:15,0:00:50.822000,47aefcf2,"(226, 2, 127)",1,25,因为天才生来孤独
2019-07-28 22:23:56,0:00:04.700000,6b286e0e,"(255, 255, 255)",1,25,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
2019-07-28 22:23:37,0:00:04.442000,9db76ed9,"(255, 255, 255)",1,25,再来亿遍
2019-07-28 22:23:30,0:02:27.154000,261e9d6,"(226, 2, 127)",5,25,坚持做自己喜欢的事情
2019-07-28 22:23:29,0:00:55.520000,ffef2a21,"(255, 255, 255)",1,25,你是天才
2019-07-28 22:23:23,0:00:06.357000,702efd1f,"(255, 255, 255)",1,25,唉，我一个绿都感动了
2019-07-28 22:23:15,0:02:55.100000,120a102f,"(231, 0, 18)",5,25,对面？海绵宝宝
2019-07-28 22:23:09,0:00:00,47aefcf2,"(254, 241, 2)",1,25,恭喜你发现了又一个镇站之宝
2019-07-28 22:22:59,0:00:47.041000,9cb639b9,"(231, 0, 18)",5,25,因为天才生来孤独
2019-07-28 22:22:57,0:02:27.318000,f8b780b5,"(255, 255, 255)",5,25,坚持做自己喜欢的事情
2019-07-28 22:22:50,0:02:45.065000,990ce5a3,"(255, 255, 255)",1,25,你还在等什么呀
2019-07-28 22:22:09,0:02:08.954000,ebc4eeb6,"(255, 255, 255)",1,25,海绵宝宝我们已经渐行渐远了
2019-07-28 22:22:07,0:03:32.926000,ff629d8f,"(255, 255, 255)",1,25,嘤嘤嘤嘤，说好的欢乐呢
2019-07-28 22:22:03,0:02:25.766000,120a102f,"(231, 0, 18)",4,25,坚持做自己喜欢的事情
2019-07-28 22:22:01,0:02:26.634000,16de4307,"(255, 255, 255)",1,25,坚持做自己喜欢的事
2019-07-28 22:21:59,0:01:21.620000,ce0e622b,"(255, 255, 255)",1,25,真实
2019-07-28 22:21:49,0:02:07.535000,5d3af8ee,"(255, 255, 255)",1,25,泪目
2019-07-28 22:21:48,0:03:11.827000,e834b3ad,"(226, 2, 127)",5,25,变的好漂亮
2019-07-28 22:21:46,0:00:48.020000,ad063348,"(255, 255, 255)",1,25,阿婆主辛苦了
2019-07-28 22:21:44,0:02:02.191000,5d3af8ee,"(255, 255, 255)",1,25,泪目
2019-07-28 22:21:44,0:00:47.401000,ab339238,"(226, 2, 127)",1,25,因为天才生来孤独
2019-07-28 22:21:41,0:03:34.062000,8bf92350,"(255, 255, 255)",1,25,这是哪一集
2019-07-28 22:21:37,0:02:13.294000,16de4307,"(255, 255, 255)",1,25,大把青春值得你去奋斗
2019-07-28 22:21:36,0:02:32.709000,cf1f1b90,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-07-28 22:21:35,0:02:10.304000,79c5f656,"(255, 255, 255)",1,25,突然泪目
2019-07-28 22:21:32,0:00:49.801000,73536553,"(255, 255, 255)",1,25,因为天才生来孤独
2019-07-28 22:21:18,0:01:42.381000,59bf8e6d,"(255, 255, 255)",1,25,派大星就是我们的天才
2019-07-28 22:21:08,0:02:00.974000,16de4307,"(255, 255, 255)",1,25,你们都是我羡慕的人
2019-07-28 22:21:05,0:01:40.481000,ffef2a21,"(255, 255, 255)",1,25,派大超最棒
2019-07-28 22:20:59,0:00:35.684000,68648077,"(255, 255, 255)",1,25,火钳留名
2019-07-28 22:20:40,0:01:24.638000,9b439733,"(255, 255, 255)",1,25,泪目
2019-07-28 22:20:37,0:02:02.980000,d4eeaf93,"(255, 255, 255)",1,25,火钳刘明
2019-07-28 22:20:28,0:00:19.721000,ba3ba9ff,"(255, 255, 255)",1,25,好棒ヾ ^_^♪
2019-07-28 22:20:25,0:00:14.468000,a1e04a38,"(255, 255, 255)",1,25,最怕鬼畜动了情
2019-07-28 22:20:10,0:03:22.259000,2c83e9a2,"(255, 255, 255)",1,25,泪目
2019-07-28 22:19:49,0:00:33.940000,79c5f656,"(255, 255, 255)",1,25,犯规啦犯规啦
2019-07-28 22:19:48,0:00:10.621000,44ac87f5,"(255, 255, 255)",1,25,再看最后一遍
2019-07-28 22:19:42,0:02:32.441000,d13ede69,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-07-28 22:19:30,0:00:08.361000,44ac87f5,"(255, 255, 255)",1,25,再来一遍
2019-07-28 22:19:26,0:02:29.882000,420a8720,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-07-28 22:19:26,0:00:00.550000,44fa383f,"(231, 0, 18)",1,25,你准备好了吗
2019-07-28 22:19:17,0:01:01.407000,19ee0e7,"(254, 3, 2)",4,25,开始了扰民一般的联系
2019-07-28 22:19:15,0:02:30.597000,bbcf1af4,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-07-28 22:19:13,0:01:14.801000,5d674049,"(226, 2, 127)",1,25,想到了改变了我的学姐
2019-07-28 22:19:08,0:03:36.340000,16de4307,"(255, 255, 255)",1,25,欢乐是如何消失的呢
2019-07-28 22:19:01,0:01:01.407000,19ee0e7,"(255, 255, 255)",4,25,开始了扰民一般的联系
2019-07-28 22:18:59,0:00:07.617000,44fa383f,"(255, 255, 255)",1,25,你准备好了吗
2019-07-28 22:18:50,0:01:23.762000,91606a0f,"(255, 255, 255)",1,25,泪目
2019-07-28 22:18:48,0:03:23.375000,829bc675,"(255, 255, 255)",1,25,哭了
2019-07-28 22:18:46,0:00:22.904000,5526b08e,"(255, 255, 255)",1,25,再来亿遍
2019-07-28 22:18:46,0:00:46.749000,eeabcfa8,"(254, 3, 2)",1,25,因为天才生来孤独
2019-07-28 22:18:38,0:01:03.481000,5d674049,"(226, 2, 127)",1,25,我好难受
2019-07-28 22:18:33,0:03:40.110000,9a090ff4,"(255, 255, 255)",1,25,懂了
2019-07-28 22:18:17,0:03:26.623000,293b5079,"(226, 2, 127)",1,25,已经哭了
2019-07-28 22:18:13,0:00:34.641000,feb7a74c,"(255, 255, 255)",1,25,BDM花之舞超好听
2019-07-28 22:18:08,0:00:46.377000,1532a358,"(231, 0, 18)",5,25,因为天才生来孤独
2019-07-28 22:18:05,0:00:19.580000,9aa57da9,"(226, 2, 127)",1,25,艺术就是派大星！
2019-07-28 22:17:36,0:00:31.145000,82d3f41e,"(255, 255, 255)",1,25,波妞
2019-07-28 22:17:33,0:02:20.840000,33054a20,"(255, 255, 255)",1,25,我哭了
2019-07-28 22:17:27,0:01:54.421000,a87c0cee,"(231, 0, 18)",4,25,泪目
2019-07-28 22:17:19,0:00:30.322000,667ac7af,"(0, 152, 67)",1,25,这也太快了吧？几分钟就有一万多播放量
2019-07-28 22:17:12,0:00:42.981000,d009a2ff,"(255, 255, 255)",1,25,这个BGM。。泪目
2019-07-28 22:17:05,0:01:51.171000,55512547,"(255, 255, 255)",1,25,泪目
2019-07-28 22:17:04,0:01:50.201000,a87c0cee,"(255, 255, 255)",1,25,泪目
2019-07-28 22:17:03,0:00:20.876000,60947106,"(255, 255, 255)",1,25,第六遍
2019-07-28 22:17:02,0:02:26.642000,5222072a,"(0, 46, 114)",5,25,坚持做自己喜欢的事情
2019-07-28 22:17:01,0:03:06.731000,76ccb8ff,"(255, 255, 255)",1,25,上头了
2019-07-28 22:16:58,0:00:08.600000,31362b07,"(231, 0, 18)",5,25,火钳刘明
2019-07-28 22:16:58,0:02:04.629000,9a090ff4,"(255, 255, 255)",1,25,爱了 爱了
2019-07-28 22:16:58,0:00:27.601000,a994f4ec,"(255, 255, 255)",1,25,再来亿遍
2019-07-28 22:16:52,0:02:43.700000,f939c5ff,"(255, 255, 255)",1,25,keep real
2019-07-28 22:16:51,0:00:05.280000,31362b07,"(255, 255, 255)",1,25,火钳刘明
2019-07-28 22:16:40,0:00:29.960000,b219af69,"(255, 255, 255)",1,25,花之舞BGM
2019-07-28 22:16:32,0:00:29.954000,51dbf0e5,"(255, 255, 255)",1,25,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2019-07-28 22:16:32,0:01:03.961000,933564ac,"(255, 255, 255)",1,25,还可以
2019-07-28 22:16:29,0:02:11.140000,b79f69d0,"(255, 255, 255)",1,25,泪目
2019-07-28 22:16:15,0:01:51.221000,f2ae5d85,"(255, 255, 255)",1,25,爱上派大星了
2019-07-28 22:16:08,0:01:21.183000,293b5079,"(226, 2, 127)",1,25,哈哈哈哈哈哈哈
2019-07-28 22:15:53,0:00:16.933000,62d25071,"(255, 255, 255)",1,25,再来亿遍
2019-07-28 22:15:40,0:00:56.043000,293b5079,"(226, 2, 127)",1,25,火钳刘明
2019-07-28 22:15:21,0:00:19.653000,c15db637,"(255, 255, 255)",1,25,泪目
2019-07-28 22:15:06,0:03:34.627000,7a2063cf,"(226, 2, 127)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-07-28 22:14:58,0:00:45.405000,10f55c30,"(255, 255, 255)",1,25,哈哈哈
2019-07-28 22:14:54,0:00:12.741000,9ab63332,"(255, 255, 255)",1,25,再来亿遍！
2019-07-28 22:14:29,0:02:22.341000,db64e535,"(255, 255, 255)",1,25,QAQ
2019-07-28 22:14:19,0:01:42.877000,5222072a,"(255, 255, 255)",1,25,这才是朋友
2019-07-28 22:13:42,0:00:02.577000,17f201a7,"(255, 255, 255)",1,25,最后亿遍
2019-07-28 22:13:34,0:00:46.294000,8a659a17,"(0, 205, 0)",4,25,因为天才生来孤独
2019-07-28 22:13:05,0:02:24.467000,7a2063cf,"(231, 0, 18)",5,25,坚持做自己喜欢的事情
2019-07-28 22:13:00,0:00:47.693000,49afd5b0,"(255, 255, 255)",1,25,因为天才生来孤独
2019-07-28 22:12:41,0:03:05.601000,e1327f91,"(255, 255, 255)",1,25,我看鬼畜竟然哭了
2019-07-28 22:12:39,0:00:20.357000,5222072a,"(255, 255, 255)",1,25,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
2019-07-28 22:12:39,0:02:49.450000,2b9bbb34,"(204, 2, 115)",5,25,是不是我没把你照顾好
2019-07-28 22:12:37,0:03:35.417000,95babeec,"(231, 0, 18)",5,25,那是“天才”
2019-07-28 22:12:33,0:00:47.544000,93e18b3,"(255, 255, 255)",1,25,妈呀 火钳刘明
2019-07-28 22:12:28,0:00:17.519000,4f3afff7,"(255, 255, 255)",1,25,镇站之宝
2019-07-28 22:12:26,0:03:08.091000,60825c16,"(255, 255, 255)",1,25,泪目
2019-07-28 22:12:21,0:00:13.670000,573d635b,"(255, 255, 255)",1,25,再来亿遍
2019-07-28 22:12:16,0:00:12.238000,942da786,"(255, 255, 255)",1,25,？？？？
2019-07-28 22:12:10,0:01:34.382000,55bf9bd1,"(255, 255, 255)",1,25,不知看了多少遍
2019-07-28 22:12:07,0:03:31.481000,ecef81f2,"(226, 2, 127)",5,25,欢乐是如何消失的呢海绵宝宝
2019-07-28 22:11:57,0:00:04.161000,8be215c8,"(255, 255, 255)",1,25,泪目
2019-07-28 22:11:51,0:03:05.817000,cd1cf007,"(255, 255, 255)",1,25,泪目
2019-07-28 22:11:24,0:02:14.294000,7a2063cf,"(231, 0, 18)",5,25,大把青春值得你去奋斗
2019-07-28 22:11:15,0:00:12.604000,d8f4d217,"(255, 255, 255)",1,25,已经200w了
2019-07-28 22:11:06,0:02:06.761000,b1944e2d,"(231, 0, 18)",1,25,泪目
2019-07-28 22:11:03,0:02:15.038000,146eea35,"(255, 255, 255)",1,25,泪目
2019-07-28 22:10:45,0:01:25.918000,11dcc729,"(255, 255, 255)",1,25,就怕鬼畜动了情
2019-07-28 22:10:38,0:00:45.310000,ae9676f9,"(255, 255, 255)",1,25,因为天才生来孤独
2019-07-28 22:10:31,0:03:39.381000,f37b410e,"(231, 0, 18)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-07-28 22:10:25,0:03:29.234000,833f1e6a,"(255, 255, 255)",1,25,哭了
2019-07-28 22:10:25,0:00:28.481000,47a1462d,"(231, 0, 18)",1,25,花之舞
2019-07-28 22:10:18,0:02:31.120000,71a18bd3,"(0, 160, 234)",1,25,还等什么啊，快去做自己喜欢的事
2019-07-28 22:10:16,0:00:45.300000,5c4fdfc1,"(255, 255, 255)",1,25,因为天才生来孤独
2019-07-28 22:10:14,0:03:37.699000,cb2a3701,"(255, 255, 255)",1,25,这是人生
2019-07-28 22:10:06,0:01:52.494000,7a2063cf,"(231, 0, 18)",5,25,才会自由自在，没有烦恼
2019-07-28 22:10:05,0:01:59.687000,8b354b8f,"(255, 255, 255)",1,25,泪目
2019-07-28 22:10:04,0:02:29.537000,5f4c4e2f,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-07-28 22:09:43,0:03:33.800000,fc238dae,"(255, 255, 255)",1,25,突然好想哭啊
2019-07-28 22:09:06,0:02:34.749000,bbdcea23,"(226, 2, 127)",1,25,坚持做自己喜欢的事情
2019-07-28 22:08:53,0:01:49.778000,fae5603e,"(255, 255, 255)",1,25,泪目
2019-07-28 22:08:50,0:03:33.001000,48c0fd81,"(255, 255, 255)",1,25,何为正常呢
